"","sesso","titolo","giuridica2","area","corso","aula","edizione","ore","trimestre","iscritti","formati","esito"
"1892","F","LAUREA                             ","Categoria D","COMPETENZE TRASVERSALI                  ","LETTURA RAPIDA DI DOCUMENTI                                                     ","FUORI","D09FV",16,4,1,1,1
"1893","F","DIPLOMA DI MATURITA                ","Categoria C","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - AGGIORNAMENTO                  ","DENTRO","A09AL",8,3,1,1,1
"1894","F","DIPLOMA DI MATURITA                ","Categoria C","ORGANIZZAZIONE E RISORSE UMANE          ","IL RAPPORTO DI LAVORO NELLA PUBBLICA AMMINISTRAZIONE                            ","DENTRO","B09MM",12,4,1,1,1
"1895","F","LAUREA                             ","Categoria D","COMPETENZE TRASVERSALI                  ","TECNICHE DI NEGOZIAZIONE                                                        ","FUORI","C09FV",16,4,1,NA,0
"1896","F","LAUREA                             ","Categoria D","COMUNICAZIONE                           ","QUALITA' ED EFFICACIA SITO WEB: STRUMENTI E TECNICHE                            ","DENTRO","A09GR",16,3,1,NA,0
"1897","F","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","IL MODELLO DI PROGRAMMAZIONE REGIONALE                                          ","FUORI","D09MS",24,4,1,NA,0
"1898","F","LAUREA                             ","Categoria D","EUROPEA                                 ","I FONDI STRUTTURALI                                                             ","DENTRO","C09AL",16,4,1,1,1
"1899","F","LAUREA                             ","Categoria D","GIURIDICA                               ","IL CODICE DELL'AMMINISTRAZIONE DIGITALE                                         ","FUORI","C09MM",8,4,1,NA,0
"1900","F","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","L'INFORMAZIONE MULTIMEDIALE IN REGIONE TOSCANA                                  ","FUORI","B09MD",24,2,1,NA,0
"1901","F","LAUREA                             ","Categoria D","GIURIDICA                               ","IL RIPARTO DELLA GIURISDIZIONE TRA GIUDICE ORDINARIO E GIUDICE AMMINISTRATIVO NE","FUORI","A09CB",16,4,1,1,1
"1902","F","LAUREA                             ","Categoria D","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - AGGIORNAMENTO                  ","DENTRO","A09AL",8,3,1,1,1
"1903","F","LAUREA                             ","Categoria D","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO APPROFONDIMENTO FORNITURE","DENTRO","C09AL",28,4,1,1,1
"1904","F","LAUREA                             ","Categoria D","GIURIDICA                               ","LE RECENTI SENTENZE IN TEMA DI APPALTI PUBBLICI (LAVORI, FORNITURE E SERVIZI)   ","FUORI","A09MS",16,2,1,NA,0
"1905","F","DIPLOMA DI MATURITA                ","Categoria C","ORGANIZZAZIONE E RISORSE UMANE          ","INTERVENTO FORMATIVO PER PERSONALE IN RIENTRO DA PERIODI DI ASSENZA DI ALMENO 5 ","DENTRO","A09MS",12,4,1,NA,0
"1906","F","DIPLOMA DI MATURITA                ","Categoria C","TECNICO-SPECIALISTICA                   ","MATERIE SPECIALISTICHE FGRF                                                     ","FUORI","A09CP",32,4,1,NA,0
"1907","F","LAUREA                             ","Categoria D","ORGANIZZAZIONE E RISORSE UMANE          ","INTERVENTO FORMATIVO PER PERSONALE IN RIENTRO DA PERIODI DI ASSENZA DI ALMENO 5 ","DENTRO","A09MS",12,4,1,NA,0
"1908","F","DIPLOMA DI MATURITA                ","Categoria C","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO APPROFONDIMENTO FORNITURE","DENTRO","B09AL",28,4,1,1,1
"1909","F","DIPLOMA DI MATURITA                ","Categoria C","TECNICO-SPECIALISTICA                   ","MATERIE SPECIALISTICHE FA                                                       ","FUORI","B09CP",32,4,1,1,1
"1910","M","LAUREA                             ","Categoria D","GIURIDICA                               ","IL CODICE DELL'AMMINISTRAZIONE DIGITALE                                         ","FUORI","D09MM",8,4,1,1,1
"1911","F","LAUREA                             ","Categoria D","GIURIDICA                               ","IL CODICE DELL'AMMINISTRAZIONE DIGITALE                                         ","FUORI","D09MM",8,4,1,NA,0
"1912","F","LAUREA                             ","Categoria D","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - AGGIORNAMENTO                  ","DENTRO","B09AL",8,4,1,1,1
"1913","F","LAUREA                             ","Categoria D","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO APPROFONDIMENTO FORNITURE","DENTRO","B09AL",28,4,1,1,1
"1914","F","LAUREA                             ","Categoria D","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO BASE                     ","DENTRO","D09AL",16,3,1,1,1
"1915","M","DIPLOMA DI MATURITA                ","Categoria B","TECNICO-SPECIALISTICA                   ","GUIDA SICURA                                                                    ","FUORI","B08RP",8,2,1,1,1
"1916","F","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","LE INDAGINI E LE TECNICHE DI MICROZONAZIONE SISMICA APPLICATE AI CENTRI URBANI E","FUORI","A09MD",40,2,1,1,1
"1917","M","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","LE INDAGINI E LE TECNICHE DI MICROZONAZIONE SISMICA APPLICATE AI CENTRI URBANI E","FUORI","A09MD",40,2,1,1,1
"1918","M","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","IMPLICAZIONI GEOLOGICHE E GEOTECNICHE NELLA PROGETTAZIONE E CONSOLIDAMENTO DELLE","FUORI","A09MD",24,4,1,1,1
"1919","M","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","LA PROGETTAZIONE GEOTECNICA DEGLI EDIFICI AI SENSI DEL DM 14/01/2008            ","FUORI","A09MD",40,3,1,1,1
"1920","M","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","LE INDAGINI E LE TECNICHE DI MICROZONAZIONE SISMICA APPLICATE AI CENTRI URBANI E","FUORI","A09MD",40,2,1,NA,0
"1921","M","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","LA COSTRUZIONE, IL MONITORAGGIO E LA VALUTAZIONE DI PIANI E PROGRAMMI           ","FUORI","B09MS",16,4,1,1,1
"1922","M","LAUREA                             ","Categoria D","EUROPEA                                 ","EUROPROGETTAZIONE                                                               ","FUORI","A09AL",32,3,1,1,1
"1923","M","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","IMPLICAZIONI GEOLOGICHE E GEOTECNICHE NELLA PROGETTAZIONE E CONSOLIDAMENTO DELLE","FUORI","A09MD",24,4,1,1,1
"1924","F","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","IMPLICAZIONI GEOLOGICHE E GEOTECNICHE NELLA PROGETTAZIONE E CONSOLIDAMENTO DELLE","FUORI","A09MD",24,4,1,NA,0
"1925","F","LAUREA                             ","Categoria D","COMPETENZE TRASVERSALI                  ","FORMATORE D'AULA                                                                ","DENTRO","A09MS",24,2,1,1,1
"1926","F","LAUREA                             ","Categoria D","MANAGERIALE                             ","COMUNICARE IL CAMBIAMENTO                                                       ","FUORI","A09MM",16,3,1,1,1
"1927","F","LAUREA                             ","Categoria D","GIURIDICA                               ","IL CODICE DELL'AMMINISTRAZIONE DIGITALE                                         ","FUORI","C09MM",8,4,1,1,1
"1928","M","LAUREA                             ","Categoria D","COMPETENZE TRASVERSALI                  ","TECNICHE DI NEGOZIAZIONE                                                        ","FUORI","B09FV",16,3,1,NA,0
"1929","M","LAUREA                             ","Categoria D","EUROPEA                                 ","LA NUOVA IMPOSTAZIONE DEL F.S.E 2007-2013: MONITORAGGIO, CONTROLLI E RENDICONTAZ","FUORI","B09CB",27,4,1,NA,0
"1930","F","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","LA COSTRUZIONE, IL MONITORAGGIO E LA VALUTAZIONE DI PIANI E PROGRAMMI           ","FUORI","A09MS",16,2,1,NA,0
"1931","F","LAUREA                             ","Categoria D","MANAGERIALE                             ","AER REGIONE TOSCANA E-PROCUREMENT E PROCESSI DI CHANGE MANAGEMENT               ","FUORI","A09RP",12,1,1,1,1
"1932","F","LAUREA                             ","Categoria D","EUROPEA                                 ","EUROPROGETTAZIONE                                                               ","FUORI","A09AL",32,3,1,NA,0
"1933","F","LAUREA                             ","Categoria D","EUROPEA                                 ","I FONDI STRUTTURALI                                                             ","DENTRO","C09AL",16,4,1,NA,0
"1934","F","LAUREA                             ","Categoria D","EUROPEA                                 ","LA NUOVA IMPOSTAZIONE DEL F.S.E 2007-2013: MONITORAGGIO, CONTROLLI E RENDICONTAZ","FUORI","B09CB",27,4,1,1,1
"1935","F","LAUREA                             ","Categoria D","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO APPROFONDIMENTO FORNITURE","DENTRO","B09AL",28,4,1,1,1
"1936","F","LAUREA                             ","Categoria D","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO APPROFONDIMENTO LAVORI PU","DENTRO","B09AL",28,4,1,1,1
"1937","F","LAUREA                             ","Categoria D","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO APPROFONDIMENTO FORNITURE","DENTRO","C09AL",28,4,1,NA,0
"1938","F","LAUREA                             ","Categoria D","GIURIDICA                               ","TECNICHE DI REDAZIONE E CONTROLLO DI ATTI AMMINISTRATIVI                        ","DENTRO","D09AL",28,4,1,NA,0
"1939","F","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","SEMINARIO SU INTRODUZIONE AL PROTOCOLLO INTEROPERABILE E GESTIONE DOCUMENTALE   ","FUORI","A09BB",4,3,1,1,1
"1940","F","LAUREA                             ","Qualifica dirigenziale","GIURIDICA                               ","LA PRIVACY IN AMBITO SANITARIO                                                  ","FUORI","A09CB",8,2,1,1,1
"1941","F","DIPLOMA UNIVERSITARIO              ","Categoria C","ECONOMICO FINANZIARIA                   ","L'ORDINAMENTO CONTABILE DELLA REGIONE TOSCANA                                   ","DENTRO","C09AT",20,4,1,NA,0
"1942","F","DIPLOMA UNIVERSITARIO              ","Categoria C","EUROPEA                                 ","I FONDI STRUTTURALI                                                             ","DENTRO","C09AL",16,4,1,1,1
"1943","F","DIPLOMA UNIVERSITARIO              ","Categoria C","GIURIDICA                               ","IL CODICE DELL'AMMINISTRAZIONE DIGITALE                                         ","FUORI","D09MM",8,4,1,NA,0
"1944","F","DIPLOMA UNIVERSITARIO              ","Categoria C","ORGANIZZAZIONE E RISORSE UMANE          ","ELEMENTI DI ORGANIZZAZIONE - CORSO BASE                                         ","DENTRO","B09MS",16,3,1,1,1
"1945","F","DIPLOMA UNIVERSITARIO              ","Categoria C","SISTEMI INFORMATIVI E TECNOLOGIE        ","INTRODUZIONE A BUSINESS OBJECTS                                                 ","DENTRO","C08AT",24,1,1,1,1
"1946","F","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","LA COSTRUZIONE E LA VALUTAZIONE DEL PIANO ECONOMICO FINANZIARIO DI UNA INIZIATIV","FUORI","A09MS",32,1,1,1,1
"1947","F","LAUREA                             ","Categoria D","GIURIDICA                               ","IL CODICE DELL'AMMINISTRAZIONE DIGITALE                                         ","FUORI","B09MM",8,2,1,1,1
"1948","F","LAUREA                             ","Categoria D","ORGANIZZAZIONE E RISORSE UMANE          ","IL RAPPORTO DI LAVORO NELLA PUBBLICA AMMINISTRAZIONE                            ","DENTRO","A09MM",12,2,1,1,1
"1949","F","LAUREA                             ","Categoria D","GIURIDICA                               ","TECNICHE DI REDAZIONE E CONTROLLO DI ATTI AMMINISTRATIVI                        ","DENTRO","D09AL",28,4,1,1,1
"1950","F","DIPLOMA DI MATURITA                ","Categoria C","ORGANIZZAZIONE E RISORSE UMANE          ","FORMAZIONE PER IL PERSONALE DI NUOVO INSERIMENTO - PRESENTAZIONE E BILANCIO DELL","FUORI","D09NA",26,4,1,1,1
"1951","F","DIPLOMA DI MATURITA                ","Categoria C","SISTEMI INFORMATIVI E TECNOLOGIE        ","UTILIZZO EFFICACE E CORRETTO DELLA PROPRIA POSTAZIONE DI LAVORO                 ","DENTRO","C09MM",16,4,1,NA,0
"1952","F","DIPLOMA DI MATURITA                ","Categoria C","COMUNICAZIONE                           ","LA COMUNICAZIONE PUBBLICA E ISTITUZIONALE                                       ","DENTRO","A09GR",16,3,1,1,1
"1953","F","DIPLOMA DI MATURITA                ","Categoria C","COMUNICAZIONE                           ","SCRITTURA, WEB, DOCUMENTI, INFORMAZIONE                                         ","DENTRO","A09GR",16,2,1,1,1
"1954","F","DIPLOMA DI MATURITA                ","Categoria C","SISTEMI INFORMATIVI E TECNOLOGIE        ","L'INFORMAZIONE MULTIMEDIALE IN REGIONE TOSCANA                                  ","FUORI","B09MD",24,2,1,1,1
"1955","M","DIPLOMA DI MATURITA                ","Categoria C","ORGANIZZAZIONE E RISORSE UMANE          ","FORMAZIONE PER IL PERSONALE DI NUOVO INSERIMENTO - PRESENTAZIONE E BILANCIO DELL","FUORI","B09NA",26,4,1,1,1
"1956","M","DIPLOMA DI MATURITA                ","Categoria C","COMUNICAZIONE                           ","LA COMUNICAZIONE PUBBLICA E ISTITUZIONALE                                       ","DENTRO","A09GR",16,3,1,1,1
"1957","M","DIPLOMA DI MATURITA                ","Categoria C","SISTEMI INFORMATIVI E TECNOLOGIE        ","L'INFORMAZIONE MULTIMEDIALE IN REGIONE TOSCANA                                  ","FUORI","A09MD",24,2,1,1,1
"1958","F","LAUREA                             ","Categoria D","COMPETENZE TRASVERSALI                  ","SOLUZIONE DEI PROBLEMI                                                          ","FUORI","D09FV",16,4,1,1,1
"1959","F","LAUREA                             ","Categoria D","GIURIDICA                               ","IL CODICE DELL'AMMINISTRAZIONE DIGITALE                                         ","FUORI","D09MM",8,4,1,1,1
"1960","F","LAUREA                             ","Categoria D","GIURIDICA                               ","IL NUOVO PROCEDIMENTO AMMINISTRATIVO                                            ","FUORI","C09MS",8,4,1,1,1
"1961","F","LAUREA                             ","Categoria D","GIURIDICA                               ","TECNICHE DI REDAZIONE E CONTROLLO DI ATTI AMMINISTRATIVI                        ","DENTRO","B09AL",28,3,1,1,1
"1962","F","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","IL MODELLO DI PROGRAMMAZIONE REGIONALE                                          ","FUORI","A09MS",24,2,1,1,1
"1963","F","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","SEMINARIO SU INTRODUZIONE AL PROTOCOLLO INTEROPERABILE E GESTIONE DOCUMENTALE   ","FUORI","A09BB",4,3,1,1,1
"1964","F","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","LA COSTRUZIONE, IL MONITORAGGIO E LA VALUTAZIONE DI PIANI E PROGRAMMI           ","FUORI","A09MS",16,2,1,1,1
"1965","F","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","LA PROGRAMMAZIONE CONTABILE E DI BILANCIO                                       ","DENTRO","A09AT",16,4,1,1,1
"1966","F","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","L'ORDINAMENTO CONTABILE DELLA REGIONE TOSCANA                                   ","DENTRO","E09AT",20,4,1,1,1
"1967","F","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","STRUMENTI DI RILEVAZIONE ED ELABORAZIONE STATISTICA DEI DATI                    ","FUORI","B09MM",24,4,1,1,1
"1968","F","Titolo non assegnato               ","Categoria D","ORGANIZZAZIONE E RISORSE UMANE          ","FORMAZIONE PER IL PERSONALE DI NUOVO INSERIMENTO - PRESENTAZIONE E BILANCIO DELL","FUORI","A09NA",26,4,1,NA,0
"1969","F","DIPLOMA DI MATURITA                ","Categoria C","COMPETENZE TRASVERSALI                  ","TECNICHE DI COMUNICAZIONE INTERPERSONALE                                        ","DENTRO","E09FV",16,3,1,NA,0
"1970","F","DIPLOMA DI MATURITA                ","Categoria C","COMPETENZE TRASVERSALI                  ","LETTURA RAPIDA DI DOCUMENTI                                                     ","FUORI","B09FV",16,3,1,NA,0
"1971","M","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","LA NUOVA NORMATIVA TECNICA PER LE COSTRUZIONI - DM 14/01/2008                   ","FUORI","B09MD",42,1,1,1,1
"1972","M","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","LA PROGETTAZIONE GEOTECNICA DEGLI EDIFICI AI SENSI DEL DM 14/01/2008            ","FUORI","A09MD",40,3,1,1,1
"1973","M","LAUREA                             ","Categoria D","COMPETENZE TRASVERSALI                  ","LETTURA RAPIDA DI DOCUMENTI                                                     ","FUORI","D09FV",16,4,1,1,1
"1974","F","DIPLOMA UNIVERSITARIO              ","Categoria C","SISTEMI INFORMATIVI E TECNOLOGIE        ","LINGUAGGIO SQL                                                                  ","FUORI","A09MM",24,3,1,1,1
"1975","F","DIPLOMA UNIVERSITARIO              ","Categoria C","SISTEMI INFORMATIVI E TECNOLOGIE        ","INTRODUZIONE A BUSINESS OBJECTS                                                 ","FUORI","C09AL",24,4,1,1,1
"1976","F","DIPLOMA UNIVERSITARIO              ","Categoria C","SISTEMI INFORMATIVI E TECNOLOGIE        ","STRUMENTI DI RILEVAZIONE ED ELABORAZIONE STATISTICA DEI DATI                    ","FUORI","B09MM",24,4,1,1,1
"1977","M","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","L'ORDINAMENTO CONTABILE DELLA REGIONE TOSCANA                                   ","DENTRO","E09AT",20,4,1,NA,0
"1978","M","LAUREA                             ","Categoria D","ORGANIZZAZIONE E RISORSE UMANE          ","FORMAZIONE PER IL PERSONALE DI NUOVO INSERIMENTO - PRESENTAZIONE E BILANCIO DELL","FUORI","C09NA",26,4,1,1,1
"1979","M","LAUREA                             ","Categoria D","COMPETENZE TRASVERSALI                  ","TECNICHE DI COMUNICAZIONE INTERPERSONALE                                        ","DENTRO","F09FV",16,4,1,1,1
"1980","M","LAUREA                             ","Categoria D","GIURIDICA                               ","IL CONTRATTO DI APPALTO PER LA FORNITURA DI BENI E SERVIZI: DALL'AGGIUDICAZIONE ","FUORI","B09AL",16,2,1,NA,0
"1981","M","DIPLOMA UNIVERSITARIO              ","Categoria C","EUROPEA                                 ","LA NUOVA IMPOSTAZIONE DEL F.S.E 2007-2013: MONITORAGGIO, CONTROLLI E RENDICONTAZ","FUORI","B09CB",27,4,1,NA,0
"1982","F","DIPLOMA DI MATURITA                ","Categoria C","COMPETENZE TRASVERSALI                  ","GESTIONE DEL TEMPO                                                              ","FUORI","C09FV",16,4,1,NA,0
"1983","F","DIPLOMA DI MATURITA                ","Categoria C","TECNICO-SPECIALISTICA                   ","MATERIE SPECIALISTICHE FGRF                                                     ","FUORI","A09CP",32,4,1,1,1
"1984","F","DIPLOMA DI MATURITA                ","Categoria C","EUROPEA                                 ","LA NUOVA IMPOSTAZIONE DEL F.S.E 2007-2013: MONITORAGGIO, CONTROLLI E RENDICONTAZ","FUORI","A09CB",33,4,1,1,1
"1985","F","LAUREA                             ","Categoria D","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO BASE                     ","DENTRO","D09AL",16,3,1,1,1
"1986","M","SPECIALIZZAZIONI POSTLAUREA        ","Categoria D","COMPETENZE TRASVERSALI                  ","TECNICHE DI NEGOZIAZIONE                                                        ","FUORI","B09FV",16,3,1,NA,0
"1987","M","SPECIALIZZAZIONI POSTLAUREA        ","Categoria D","TECNICO-SPECIALISTICA                   ","LE ACQUE REFLUE E LA TUTELA DELLE ACQUE                                         ","FUORI","B09MD",22,2,1,NA,0
"1988","F","DIPLOMA DI MATURITA                ","Categoria C","GIURIDICA                               ","LA PRIVACY IN AMBITO SANITARIO                                                  ","FUORI","A09CB",8,2,1,1,1
"1989","F","LAUREA                             ","Categoria D","GIURIDICA                               ","IL NUOVO PROCEDIMENTO AMMINISTRATIVO                                            ","FUORI","C09MS",8,4,1,1,1
"1990","F","LAUREA                             ","Categoria D","GIURIDICA                               ","LA SEMPLIFICAZIONE DELLA DOCUMENTAZIONE AMMINISTRATIVA                          ","DENTRO","C09AL",8,4,1,1,1
"1991","F","LAUREA                             ","Categoria D","ORGANIZZAZIONE E RISORSE UMANE          ","LAVORARE PER PROCESSI                                                           ","FUORI","A09MS",24,3,1,1,1
"1992","F","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","INTRODUZIONE A BUSINESS OBJECTS                                                 ","DENTRO","B08AT",24,1,1,1,1
"1993","M","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","LA NUOVA NORMATIVA TECNICA PER LE COSTRUZIONI - DM 14/01/2008                   ","FUORI","A09MD",42,1,1,NA,0
"1994","F","DIPLOMA DI MATURITA                ","Categoria C","COMPETENZE TRASVERSALI                  ","TECNICHE DI COMUNICAZIONE INTERPERSONALE                                        ","DENTRO","B09FV",16,2,1,NA,0
"1995","F","DIPLOMA DI MATURITA                ","Categoria C","COMUNICAZIONE                           ","SCRITTURA, WEB, DOCUMENTI, INFORMAZIONE                                         ","DENTRO","A09GR",16,2,1,1,1
"1996","F","DIPLOMA DI MATURITA                ","Categoria C","GIURIDICA                               ","LA PRIVACY IN AMBITO SANITARIO                                                  ","FUORI","B09CB",8,2,1,1,1
"1997","F","LAUREA                             ","Categoria D","MANAGERIALE                             ","AER REGIONE TOSCANA E-PROCUREMENT E PROCESSI DI CHANGE MANAGEMENT               ","FUORI","A09RP",12,1,1,1,1
"1998","F","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","LA COSTRUZIONE E LA VALUTAZIONE DEL PIANO ECONOMICO FINANZIARIO DI UNA INIZIATIV","FUORI","B09MS",32,4,1,1,1
"1999","F","LAUREA                             ","Categoria D","EUROPEA                                 ","I FONDI STRUTTURALI: LA RENDICONTAZIONE DEI FONDI 2007-2013                     ","FUORI","C09GR",16,4,1,1,1
"2000","F","LAUREA                             ","Categoria D","GIURIDICA                               ","IL CODICE DELL'AMMINISTRAZIONE DIGITALE                                         ","FUORI","D09MM",8,4,1,1,1
"2001","F","LAUREA                             ","Categoria D","GIURIDICA                               ","IL NUOVO PROCEDIMENTO AMMINISTRATIVO                                            ","FUORI","D09MS",8,4,1,NA,0
"2002","F","LAUREA                             ","Categoria D","GIURIDICA                               ","TECNICHE DI REDAZIONE E CONTROLLO DI ATTI AMMINISTRATIVI                        ","DENTRO","D09AL",28,4,1,1,1
"2003","F","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","INTRODUZIONE A BUSINESS OBJECTS                                                 ","FUORI","A08AT",24,1,1,1,1
"2004","F","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","LE INFRASTRUTTURE DELLA RETE TELEMATICA REGIONALE TOSCANA - RTRT                ","DENTRO","A09MM",24,4,1,1,1
"2005","F","DIPLOMA DI MATURITA                ","Categoria C","COMPETENZE TRASVERSALI                  ","SOLUZIONE DEI PROBLEMI                                                          ","FUORI","E09FV",16,4,1,1,1
"2006","F","DIPLOMA DI MATURITA                ","Categoria C","COMPETENZE TRASVERSALI                  ","TECNICHE DI COMUNICAZIONE INTERPERSONALE                                        ","DENTRO","B09FV",16,2,1,1,1
"2007","F","DIPLOMA DI MATURITA                ","Categoria C","COMUNICAZIONE                           ","SCRITTURA, WEB, DOCUMENTI, INFORMAZIONE                                         ","DENTRO","A09GR",16,2,1,NA,0
"2008","F","LAUREA                             ","Categoria D","COMPETENZE TRASVERSALI                  ","SOLUZIONE DEI PROBLEMI                                                          ","FUORI","E09FV",16,4,1,1,1
"2009","F","LAUREA                             ","Categoria D","COMUNICAZIONE                           ","LE FONTI PER L'INFORMAZIONE IN LINEA IN AMBITO GIURIDICO-AMMINISTRATIVO         ","FUORI","E09CP",12,4,1,NA,0
"2010","F","LAUREA                             ","Categoria D","EUROPEA                                 ","LA NUOVA IMPOSTAZIONE DEL F.S.E 2007-2013: MONITORAGGIO, CONTROLLI E RENDICONTAZ","FUORI","A09CB",33,4,1,NA,0
"2011","F","LAUREA                             ","Categoria D","GIURIDICA                               ","IL NUOVO PROCEDIMENTO AMMINISTRATIVO                                            ","FUORI","C09MS",8,4,1,1,1
"2012","F","LAUREA                             ","Categoria D","ORGANIZZAZIONE E RISORSE UMANE          ","FORMAZIONE PER IL PERSONALE DI NUOVO INSERIMENTO - PRESENTAZIONE E BILANCIO DELL","FUORI","D09NA",26,4,1,NA,0
"2013","F","LAUREA                             ","Categoria D","COMPETENZE TRASVERSALI                  ","TECNICHE DI COMUNICAZIONE INTERPERSONALE                                        ","DENTRO","F09FV",16,4,1,NA,0
"2014","F","LAUREA                             ","Categoria D","COMPETENZE TRASVERSALI                  ","TECNICHE DI MEMORIZZAZIONE                                                      ","FUORI","F09FV",8,4,1,1,1
"2015","F","LAUREA                             ","Categoria D","COMUNICAZIONE                           ","LA COMUNICAZIONE PUBBLICA E ISTITUZIONALE                                       ","FUORI","B09GR",16,4,1,NA,0
"2016","F","LAUREA                             ","Categoria D","ORGANIZZAZIONE E RISORSE UMANE          ","GESTIONE PROGETTI - CORSO BASE                                                  ","DENTRO","C09MS",24,4,1,NA,0
"2017","F","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","IL WEB 2.0 E SUE APPLICAZIONI                                                   ","FUORI","B09MM",18,4,1,1,1
"2018","F","LAUREA                             ","Categoria D","COMPETENZE TRASVERSALI                  ","TECNICHE DI NEGOZIAZIONE                                                        ","FUORI","B09FV",16,3,1,1,1
"2019","M","LAUREA                             ","Categoria C","GIURIDICA                               ","IL NUOVO PROCEDIMENTO AMMINISTRATIVO                                            ","FUORI","B09MS",8,3,1,1,1
"2020","M","LAUREA                             ","Categoria C","COMPETENZE TRASVERSALI                  ","LETTURA RAPIDA DI DOCUMENTI                                                     ","FUORI","C09FV",16,3,1,1,1
"2021","M","LAUREA                             ","Categoria C","COMPETENZE TRASVERSALI                  ","TECNICHE DI COMUNICAZIONE INTERPERSONALE                                        ","DENTRO","E09FV",16,3,1,1,1
"2022","F","LAUREA                             ","Categoria D","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO BASE                     ","DENTRO","E09AL",16,4,1,NA,0
"2023","M","DIPLOMA UNIVERSITARIO              ","Categoria D","COMPETENZE TRASVERSALI                  ","TECNICHE DI COMUNICAZIONE INTERPERSONALE                                        ","DENTRO","F09FV",16,4,1,1,1
"2024","F","DIPLOMA DI MATURITA                ","Categoria B","ORGANIZZAZIONE E RISORSE UMANE          ","GESTIONE DOCUMENTI E METODOLOGIE DI ARCHIVIAZIONE                               ","DENTRO","A09MM",24,3,1,NA,0
"2025","F","DIPLOMA DI MATURITA                ","Categoria B","SISTEMI INFORMATIVI E TECNOLOGIE        ","UTILIZZO EFFICACE E CORRETTO DELLA PROPRIA POSTAZIONE DI LAVORO                 ","DENTRO","C09MM",16,4,1,NA,0
"2026","M","LAUREA                             ","Categoria D","COMPETENZE TRASVERSALI                  ","PARLARE IN PUBBLICO                                                             ","FUORI","B09FV",16,4,1,1,1
"2027","M","LAUREA                             ","Categoria D","COMPETENZE TRASVERSALI                  ","TECNICHE DI COMUNICAZIONE INTERPERSONALE                                        ","DENTRO","E09FV",16,3,1,1,1
"2028","F","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","ARCGIS 9.2 - CORSO BASE                                                         ","FUORI","D08EB",16,1,1,1,1
